#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD44	SELE	9940.ENSOARP00000020204	9940.ENSOARP00000011870	0	0	0	0	0.065	0.103	0.373	0.953	0.972
CD44	ALDH1A1	9940.ENSOARP00000020204	9940.ENSOARP00000013613	0	0	0	0	0	0	0	0.671	0.671
CD44	CD274	9940.ENSOARP00000020204	9940.ENSOARP00000014478	0	0	0	0	0	0	0	0.599	0.599
CD44	RUNX1	9940.ENSOARP00000020204	9940.ENSOARP00000014585	0	0	0	0	0.174	0	0	0.348	0.438
CD44	EGFR	9940.ENSOARP00000020204	9940.ENSOARP00000014758	0	0	0	0	0	0.501	0	0.892	0.943
CD44	CCN2	9940.ENSOARP00000020204	9940.ENSOARP00000015287	0	0	0	0	0.079	0	0	0.452	0.474
CD44	CSF2	9940.ENSOARP00000020204	9940.ENSOARP00000016551	0	0	0	0	0	0	0	0.595	0.595
CD44	KITLG	9940.ENSOARP00000020204	9940.ENSOARP00000016728	0	0	0	0	0	0	0	0.636	0.636
CD44	ICAM1	9940.ENSOARP00000020204	9940.ENSOARP00000016801	0	0	0	0	0.099	0	0	0.921	0.925
CD44	EGR1	9940.ENSOARP00000020204	9940.ENSOARP00000017688	0	0	0	0	0	0	0.102	0.478	0.511
CD44	CXCL10	9940.ENSOARP00000020204	9940.ENSOARP00000017841	0	0	0	0	0	0	0	0.459	0.459
CD44	HBEGF	9940.ENSOARP00000020204	9940.ENSOARP00000018804	0	0	0	0	0	0.139	0	0.609	0.649
CD44	LOC101114226	9940.ENSOARP00000020204	9940.ENSOARP00000019646	0	0	0	0	0	0	0	0.538	0.538
CD44	CD200	9940.ENSOARP00000020204	9940.ENSOARP00000020730	0	0	0	0	0	0	0	0.457	0.457
CD44	CSF1	9940.ENSOARP00000020204	9940.ENSOARP00000020785	0	0	0	0	0.105	0	0	0.457	0.493
CD44	PDGFRA	9940.ENSOARP00000020204	9940.ENSOARP00000020481	0	0	0	0	0.061	0.072	0	0.559	0.582
CD44	FGF7	9940.ENSOARP00000020204	9940.ENSOARP00000022568	0	0	0	0	0	0.068	0	0.588	0.599
CD44	THBS1	9940.ENSOARP00000020204	9940.ENSOARP00000021538	0	0	0	0	0.106	0.055	0	0.599	0.631
CD44	BCL6	9940.ENSOARP00000020204	9940.ENSOARP00000022009	0	0	0	0	0.079	0	0.102	0.874	0.887
CDC40	PPIL4	9940.ENSOARP00000010833	9940.ENSOARP00000002844	0	0	0	0	0.089	0.274	0.682	0.062	0.776
CDC40	PCF11	9940.ENSOARP00000010833	9940.ENSOARP00000005974	0	0	0	0	0.112	0	0.590	0	0.620
CDC40	PAPOLA	9940.ENSOARP00000010833	9940.ENSOARP00000017817	0	0	0	0	0.080	0	0.776	0.041	0.785
CDK17	PLK3	9940.ENSOARP00000013346	9940.ENSOARP00000001249	0	0	0.138	0.576	0.216	0.182	0.250	0.110	0.564
CDK17	NEK9	9940.ENSOARP00000013346	9940.ENSOARP00000001838	0	0	0	0.568	0.061	0.046	0.407	0.071	0.440
CDK17	CCNJ	9940.ENSOARP00000013346	9940.ENSOARP00000007489	0	0	0	0	0.185	0.266	0.245	0.134	0.556
CDK17	PLK2	9940.ENSOARP00000013346	9940.ENSOARP00000007754	0	0	0.136	0.579	0.216	0.182	0.250	0.110	0.562
CDK17	PPP2R2A	9940.ENSOARP00000013346	9940.ENSOARP00000010516	0	0	0	0	0.064	0.335	0.174	0.132	0.494
CDK17	POLE	9940.ENSOARP00000013346	9940.ENSOARP00000011413	0	0	0	0	0.066	0.137	0.340	0.118	0.467
CDK17	RIPK2	9940.ENSOARP00000013346	9940.ENSOARP00000012001	0	0	0	0	0.058	0.104	0.095	0.671	0.715
CDK17	UBC	9940.ENSOARP00000013346	9940.ENSOARP00000019508	0	0	0	0	0.060	0.163	0.299	0.069	0.417
CDK17	ASAH2	9940.ENSOARP00000013346	9940.ENSOARP00000014806	0	0	0	0	0	0	0	0.476	0.476
CDK17	RBL1	9940.ENSOARP00000013346	9940.ENSOARP00000018487	0	0	0	0	0.065	0.266	0.263	0.135	0.503
CDKN2AIP	XRN2	9940.ENSOARP00000007656	9940.ENSOARP00000004760	0	0	0	0	0	0.576	0	0.297	0.689
CDKN2AIP	ARHGAP29	9940.ENSOARP00000007656	9940.ENSOARP00000018453	0	0	0	0	0	0.047	0.044	0.397	0.402
CDON	LRP2	9940.ENSOARP00000012950	9940.ENSOARP00000003860	0	0	0	0	0	0	0.901	0.147	0.912
CDON	ABL2	9940.ENSOARP00000012950	9940.ENSOARP00000017829	0	0	0	0	0	0.088	0.373	0	0.403
CDON	ETNK1	9940.ENSOARP00000012950	9940.ENSOARP00000021600	0	0	0	0	0	0	0	0.417	0.416
CDON	EGFR	9940.ENSOARP00000012950	9940.ENSOARP00000014758	0	0	0	0	0	0.103	0.100	0.344	0.424
CHORDC1	HSPA4L	9940.ENSOARP00000003415	9940.ENSOARP00000017122	0	0	0	0	0.134	0.049	0	0.333	0.402
CHORDC1	EPM2AIP1	9940.ENSOARP00000003415	9940.ENSOARP00000015016	0	0	0	0	0	0	0	0.408	0.408
CHORDC1	NOCT	9940.ENSOARP00000003415	9940.ENSOARP00000015135	0	0	0	0	0	0	0	0.479	0.479
CHORDC1	HSPH1	9940.ENSOARP00000003415	9940.ENSOARP00000012602	0	0	0	0	0.467	0.049	0	0.147	0.529
CLDN1	MUC1	9940.ENSOARP00000021989	9940.ENSOARP00000004043	0	0	0	0	0	0	0	0.431	0.431
CLDN1	TACSTD2	9940.ENSOARP00000021989	9940.ENSOARP00000008952	0	0	0	0	0.230	0.103	0	0.339	0.503
CLDN1	EPHA2	9940.ENSOARP00000021989	9940.ENSOARP00000013289	0	0	0	0	0.049	0	0	0.396	0.401
CLDN1	EGFR	9940.ENSOARP00000021989	9940.ENSOARP00000014758	0	0	0	0	0	0	0	0.441	0.441
CLDN1	ICAM1	9940.ENSOARP00000021989	9940.ENSOARP00000016801	0	0	0	0	0.103	0	0	0.418	0.456
CMPK2	HERC5	9940.ENSOARP00000015697	9940.ENSOARP00000000543	0	0	0	0	0.117	0	0	0.404	0.451
CMPK2	IFIH1	9940.ENSOARP00000015697	9940.ENSOARP00000006578	0	0	0	0	0.396	0	0	0.537	0.708
CMPK2	NT5C3A	9940.ENSOARP00000015697	9940.ENSOARP00000006962	0	0	0	0	0.136	0	0.900	0.082	0.913
CMPK2	EPSTI1	9940.ENSOARP00000015697	9940.ENSOARP00000007966	0	0	0	0	0.455	0	0	0.566	0.753
CMPK2	STAT2	9940.ENSOARP00000015697	9940.ENSOARP00000009831	0	0	0	0	0.162	0	0	0.476	0.542
CMPK2	EIF2AK2	9940.ENSOARP00000015697	9940.ENSOARP00000010460	0	0	0	0	0.271	0	0	0.656	0.738
CMPK2	PARP12	9940.ENSOARP00000015697	9940.ENSOARP00000013297	0.044	0	0	0	0.260	0	0	0.515	0.626
CMPK2	ZNFX1	9940.ENSOARP00000015697	9940.ENSOARP00000013394	0	0	0	0	0.199	0	0	0.422	0.517
CMPK2	GART	9940.ENSOARP00000015697	9940.ENSOARP00000014076	0.270	0	0	0	0.569	0	0	0.388	0.790
CMPK2	MAT2B	9940.ENSOARP00000015697	9940.ENSOARP00000015175	0.050	0	0	0	0	0	0	0.476	0.481
CMPK2	PARP14	9940.ENSOARP00000015697	9940.ENSOARP00000021648	0.044	0	0	0	0.264	0	0	0.435	0.568
CMPK2	PARP9	9940.ENSOARP00000015697	9940.ENSOARP00000021637	0.044	0	0	0	0.284	0	0	0.527	0.648
CMPK2	RRM2	9940.ENSOARP00000015697	9940.ENSOARP00000016451	0	0	0	0	0.104	0	0.900	0.116	0.913
CNN2	PLEK	9940.ENSOARP00000011258	9940.ENSOARP00000021369	0	0	0	0	0	0	0.245	0.592	0.679
CNN2	MYOCD	9940.ENSOARP00000011258	9940.ENSOARP00000016627	0	0	0	0	0.067	0	0	0.782	0.788
COBLL1	PIK3R1	9940.ENSOARP00000006132	9940.ENSOARP00000006294	0	0	0	0	0	0.210	0.288	0	0.413
COQ10B	IPMK	9940.ENSOARP00000016585	9940.ENSOARP00000013867	0	0	0	0	0	0	0	0.410	0.410
COQ10B	ABHD4	9940.ENSOARP00000016585	9940.ENSOARP00000020879	0	0	0	0	0	0	0	0.483	0.483
CPTP	RNGTT	9940.ENSOARP00000004791	9940.ENSOARP00000013831	0	0	0	0	0.056	0	0	0.478	0.486
CREB5	ATF3	9940.ENSOARP00000009726	9940.ENSOARP00000011261	0	0	0	0	0	0.276	0	0.214	0.407
CREB5	FOSL2	9940.ENSOARP00000009726	9940.ENSOARP00000020928	0	0	0	0.599	0	0.460	0.217	0.109	0.590
CSF1	W5NPL3_SHEEP	9940.ENSOARP00000020785	9940.ENSOARP00000000103	0	0	0	0	0	0	0	0.481	0.481
CSF1	RELB	9940.ENSOARP00000020785	9940.ENSOARP00000010249	0	0	0	0	0.103	0	0	0.501	0.533
CSF1	CCL2	9940.ENSOARP00000020785	9940.ENSOARP00000010324	0	0	0	0	0.186	0	0	0.789	0.821
CSF1	ATF3	9940.ENSOARP00000020785	9940.ENSOARP00000011261	0	0	0	0	0.054	0	0	0.392	0.400
CSF1	CD274	9940.ENSOARP00000020785	9940.ENSOARP00000014478	0	0	0	0	0.104	0	0	0.483	0.516
CSF1	EGFR	9940.ENSOARP00000020785	9940.ENSOARP00000014758	0	0	0	0	0	0	0.650	0.766	0.914
CSF1	IRF1	9940.ENSOARP00000020785	9940.ENSOARP00000016180	0	0	0	0	0.094	0	0.150	0.368	0.470
CSF1	CSF2	9940.ENSOARP00000020785	9940.ENSOARP00000016551	0	0	0	0	0	0	0	0.945	0.945
CSF1	KITLG	9940.ENSOARP00000020785	9940.ENSOARP00000016728	0	0	0	0	0	0	0	0.606	0.606
CSF1	ICAM1	9940.ENSOARP00000020785	9940.ENSOARP00000016801	0	0	0	0	0.388	0	0.095	0.470	0.680
CSF1	CXCL10	9940.ENSOARP00000020785	9940.ENSOARP00000017841	0	0	0	0	0.081	0	0	0.711	0.723
CSF1	CD44	9940.ENSOARP00000020785	9940.ENSOARP00000020204	0	0	0	0	0.105	0	0	0.457	0.493
CSF1	PDGFRA	9940.ENSOARP00000020785	9940.ENSOARP00000020481	0	0	0	0	0.054	0.231	0.716	0.417	0.863
CSF1	CCL20	9940.ENSOARP00000020785	9940.ENSOARP00000022112	0	0	0	0	0	0	0	0.533	0.533
CSF2	W5NPL3_SHEEP	9940.ENSOARP00000016551	9940.ENSOARP00000000103	0	0	0	0	0.081	0	0	0.504	0.525
CSF2	LIF	9940.ENSOARP00000016551	9940.ENSOARP00000006769	0	0	0	0	0.123	0	0.095	0.457	0.532
CSF2	LOC101103623	9940.ENSOARP00000016551	9940.ENSOARP00000009333	0	0	0	0	0	0	0	0.409	0.409
CSF2	STAT2	9940.ENSOARP00000016551	9940.ENSOARP00000009831	0	0	0	0	0	0	0.200	0.456	0.546
CSF2	CCL2	9940.ENSOARP00000016551	9940.ENSOARP00000010324	0	0	0	0	0.121	0	0.095	0.830	0.853
CSF2	SELE	9940.ENSOARP00000016551	9940.ENSOARP00000011870	0	0	0	0	0.179	0	0	0.429	0.512
CSF2	TGFA	9940.ENSOARP00000016551	9940.ENSOARP00000011905	0	0	0	0	0.085	0	0	0.430	0.457
CSF2	IL15RA	9940.ENSOARP00000016551	9940.ENSOARP00000013675	0	0	0	0	0	0	0.650	0.146	0.688
CSF2	CD274	9940.ENSOARP00000016551	9940.ENSOARP00000014478	0	0	0	0	0	0	0	0.578	0.578
CSF2	EGFR	9940.ENSOARP00000016551	9940.ENSOARP00000014758	0	0	0	0	0	0	0.650	0.418	0.787
CSF2	CXCL8	9940.ENSOARP00000016551	9940.ENSOARP00000015557	0	0	0	0	0.161	0	0	0.607	0.657
CSF2	IRF1	9940.ENSOARP00000016551	9940.ENSOARP00000016180	0	0	0	0	0.137	0	0	0.432	0.490
CSF2	LOC101114226	9940.ENSOARP00000016551	9940.ENSOARP00000019646	0	0	0	0	0	0.108	0	0.425	0.465
CSF2	PCGF5	9940.ENSOARP00000016551	9940.ENSOARP00000017111	0	0	0	0	0	0	0	0.482	0.482
CSF2	FGF7	9940.ENSOARP00000016551	9940.ENSOARP00000022568	0	0	0	0	0.118	0	0	0.524	0.563
CSF2	CD44	9940.ENSOARP00000016551	9940.ENSOARP00000020204	0	0	0	0	0	0	0	0.595	0.595
CSF2	ICAM1	9940.ENSOARP00000016551	9940.ENSOARP00000016801	0	0	0	0	0.102	0	0	0.677	0.698
CSF2	CCL20	9940.ENSOARP00000016551	9940.ENSOARP00000022112	0	0	0	0	0.150	0	0	0.676	0.713
CSF2	PDGFRA	9940.ENSOARP00000016551	9940.ENSOARP00000020481	0	0	0	0	0	0	0.650	0.239	0.722
CSF2	KITLG	9940.ENSOARP00000016551	9940.ENSOARP00000016728	0	0	0	0	0.090	0	0	0.737	0.750
CSF2	CXCL10	9940.ENSOARP00000016551	9940.ENSOARP00000017841	0	0	0	0	0.145	0	0.095	0.927	0.938
CSF2	CSF1	9940.ENSOARP00000016551	9940.ENSOARP00000020785	0	0	0	0	0	0	0	0.945	0.945
CSRNP2	ANKRD52	9940.ENSOARP00000018688	9940.ENSOARP00000010287	0	0	0	0	0	0	0	0.868	0.868
CSRNP2	ESYT1	9940.ENSOARP00000018688	9940.ENSOARP00000010981	0	0	0	0	0	0	0	0.916	0.916
CSTF3	XRN2	9940.ENSOARP00000018539	9940.ENSOARP00000004760	0	0	0	0	0.087	0	0	0.399	0.427
CSTF3	PCF11	9940.ENSOARP00000018539	9940.ENSOARP00000005974	0	0	0	0	0	0.946	0.590	0.617	0.990
CSTF3	U2SURP	9940.ENSOARP00000018539	9940.ENSOARP00000006301	0	0	0	0	0.094	0	0	0.481	0.509
CSTF3	PFKFB2	9940.ENSOARP00000018539	9940.ENSOARP00000007532	0	0	0	0	0	0	0.519	0.250	0.623
CSTF3	GART	9940.ENSOARP00000018539	9940.ENSOARP00000014076	0.108	0	0	0	0.274	0	0	0.417	0.589
CSTF3	PAPOLA	9940.ENSOARP00000018539	9940.ENSOARP00000017817	0	0	0	0	0	0.663	0.475	0.302	0.865
CSTF3	RPIA	9940.ENSOARP00000018539	9940.ENSOARP00000022336	0.042	0	0	0	0	0	0	0.458	0.458
CSTF3	MAT2A	9940.ENSOARP00000018539	9940.ENSOARP00000022042	0.112	0	0	0	0.048	0.093	0	0.385	0.465
CSTF3	PDGFRA	9940.ENSOARP00000018539	9940.ENSOARP00000020481	0	0	0	0	0	0.571	0	0	0.571
CSTF3	DCLRE1B	9940.ENSOARP00000018539	9940.ENSOARP00000021401	0	0	0	0	0.112	0.305	0.372	0.233	0.662
CSTF3	RBBP6	9940.ENSOARP00000018539	9940.ENSOARP00000019042	0	0	0	0	0	0.570	0	0.411	0.735
CTSC	JADE2	9940.ENSOARP00000004269	9940.ENSOARP00000015028	0	0	0	0	0.050	0	0	0.481	0.485
CTSC	TGFA	9940.ENSOARP00000004269	9940.ENSOARP00000011905	0	0	0	0	0	0	0.529	0.042	0.529
CTSC	SEC24D	9940.ENSOARP00000004269	9940.ENSOARP00000018218	0	0	0	0	0	0	0.532	0.055	0.538
CTSC	BIRC3	9940.ENSOARP00000004269	9940.ENSOARP00000006810	0	0	0	0	0	0	0.650	0.076	0.662
CXCL10	W5NPL3_SHEEP	9940.ENSOARP00000017841	9940.ENSOARP00000000103	0	0	0	0	0	0.098	0.367	0.663	0.790
CXCL10	HERC5	9940.ENSOARP00000017841	9940.ENSOARP00000000543	0	0	0	0	0.097	0	0	0.438	0.471
CXCL10	TNFAIP3	9940.ENSOARP00000017841	9940.ENSOARP00000000580	0	0	0	0	0.117	0	0	0.449	0.493
CXCL10	TNFSF13B	9940.ENSOARP00000017841	9940.ENSOARP00000006026	0	0	0	0	0.199	0.087	0	0.261	0.412
CXCL10	IFIH1	9940.ENSOARP00000017841	9940.ENSOARP00000006578	0	0	0	0	0.287	0	0	0.599	0.702
CXCL10	NFKBIA	9940.ENSOARP00000017841	9940.ENSOARP00000008048	0	0	0	0	0.193	0	0	0.455	0.541
CXCL10	CXCL16	9940.ENSOARP00000017841	9940.ENSOARP00000008239	0	0	0	0	0.115	0	0.510	0.693	0.855
CXCL10	LOC101103623	9940.ENSOARP00000017841	9940.ENSOARP00000009333	0	0	0	0	0.122	0	0	0.557	0.595
CXCL10	STAT2	9940.ENSOARP00000017841	9940.ENSOARP00000009831	0	0	0	0	0.143	0	0.092	0.573	0.639
CXCL10	CCL2	9940.ENSOARP00000017841	9940.ENSOARP00000010324	0	0	0	0	0.236	0.142	0.124	0.916	0.945
CXCL10	SELE	9940.ENSOARP00000017841	9940.ENSOARP00000011870	0	0	0	0	0	0	0	0.407	0.407
CXCL10	NFKB1	9940.ENSOARP00000017841	9940.ENSOARP00000013630	0	0	0	0	0.079	0	0	0.481	0.502
CXCL10	CD274	9940.ENSOARP00000017841	9940.ENSOARP00000014478	0	0	0	0	0.081	0	0	0.567	0.585
CXCL10	CXCL8	9940.ENSOARP00000017841	9940.ENSOARP00000015557	0	0	0	0	0.159	0	0.352	0.403	0.646
CXCL10	IRF1	9940.ENSOARP00000017841	9940.ENSOARP00000016180	0	0	0	0	0.418	0	0	0.662	0.795
CXCL10	CSF2	9940.ENSOARP00000017841	9940.ENSOARP00000016551	0	0	0	0	0.145	0	0.095	0.927	0.938
CXCL10	ICAM1	9940.ENSOARP00000017841	9940.ENSOARP00000016801	0	0	0	0	0.212	0	0	0.729	0.778
CXCL10	CD44	9940.ENSOARP00000017841	9940.ENSOARP00000020204	0	0	0	0	0	0	0	0.459	0.459
CXCL10	LOC101114226	9940.ENSOARP00000017841	9940.ENSOARP00000019646	0	0	0	0	0.110	0	0	0.436	0.477
CXCL10	CSF1	9940.ENSOARP00000017841	9940.ENSOARP00000020785	0	0	0	0	0.081	0	0	0.711	0.723
CXCL10	CCL20	9940.ENSOARP00000017841	9940.ENSOARP00000022112	0	0	0	0	0	0.098	0.356	0.765	0.851
CXCL16	W5NPL3_SHEEP	9940.ENSOARP00000008239	9940.ENSOARP00000000103	0	0	0	0	0	0	0.367	0.576	0.720
CXCL16	CXCL8	9940.ENSOARP00000008239	9940.ENSOARP00000015557	0	0	0	0	0	0	0.352	0.147	0.423
CXCL16	CCL2	9940.ENSOARP00000008239	9940.ENSOARP00000010324	0	0	0	0	0.045	0	0.138	0.626	0.665
CXCL16	CCL20	9940.ENSOARP00000008239	9940.ENSOARP00000022112	0	0	0	0	0	0	0.356	0.632	0.753
CXCL16	CXCL10	9940.ENSOARP00000008239	9940.ENSOARP00000017841	0	0	0	0	0.115	0	0.510	0.693	0.855
CXCL8	NFKBIA	9940.ENSOARP00000015557	9940.ENSOARP00000008048	0	0	0	0	0.380	0	0	0.107	0.422
CXCL8	NLRP3	9940.ENSOARP00000015557	9940.ENSOARP00000008143	0	0	0	0	0.066	0	0	0.416	0.431
CXCL8	CXCL16	9940.ENSOARP00000015557	9940.ENSOARP00000008239	0	0	0	0	0	0	0.352	0.147	0.423
CXCL8	CCL2	9940.ENSOARP00000015557	9940.ENSOARP00000010324	0	0	0	0	0.124	0	0.136	0.393	0.501
CXCL8	NFKB1	9940.ENSOARP00000015557	9940.ENSOARP00000013630	0	0	0	0	0.076	0	0.900	0.279	0.927
CXCL8	ICAM1	9940.ENSOARP00000015557	9940.ENSOARP00000016801	0	0	0	0	0.252	0	0	0.322	0.472
CXCL8	CXCL10	9940.ENSOARP00000015557	9940.ENSOARP00000017841	0	0	0	0	0.159	0	0.352	0.403	0.646
CXCL8	CSF2	9940.ENSOARP00000015557	9940.ENSOARP00000016551	0	0	0	0	0.161	0	0	0.607	0.657
DAPP1	PIK3R1	9940.ENSOARP00000015261	9940.ENSOARP00000006294	0	0	0	0.595	0	0	0.510	0.116	0.548
DAPP1	OTUD4	9940.ENSOARP00000015261	9940.ENSOARP00000009982	0	0	0	0	0	0	0	0.614	0.614
DAPP1	RNGTT	9940.ENSOARP00000015261	9940.ENSOARP00000013831	0	0	0	0	0	0.071	0	0.480	0.496
DAPP1	MTTP	9940.ENSOARP00000015261	9940.ENSOARP00000015814	0	0	0	0	0.047	0	0.054	0.501	0.510
DAXX	MDM4	9940.ENSOARP00000010217	9940.ENSOARP00000002957	0	0	0	0	0.043	0.375	0.278	0.216	0.616
DAXX	ETS1	9940.ENSOARP00000010217	9940.ENSOARP00000014038	0	0	0	0	0.088	0.268	0	0.175	0.401
DAXX	UBC	9940.ENSOARP00000010217	9940.ENSOARP00000019508	0	0	0	0	0	0.103	0.407	0.044	0.447
DCLRE1B	PCF11	9940.ENSOARP00000021401	9940.ENSOARP00000005974	0	0	0	0	0.054	0.456	0.372	0.235	0.719
DCLRE1B	PRKDC	9940.ENSOARP00000021401	9940.ENSOARP00000012785	0	0	0	0	0	0.272	0.260	0.216	0.540
DCLRE1B	PAPOLA	9940.ENSOARP00000021401	9940.ENSOARP00000017817	0	0	0	0	0	0.443	0.260	0.171	0.628
DCLRE1B	CSTF3	9940.ENSOARP00000021401	9940.ENSOARP00000018539	0	0	0	0	0.112	0.305	0.372	0.233	0.662
DCLRE1B	RBBP6	9940.ENSOARP00000021401	9940.ENSOARP00000019042	0	0	0	0	0	0.456	0	0.231	0.563
DCLRE1B	UBC	9940.ENSOARP00000021401	9940.ENSOARP00000019508	0	0	0	0	0.047	0.077	0.407	0	0.432
DCP1A	DDX3X	9940.ENSOARP00000017870	9940.ENSOARP00000002591	0	0	0	0	0.093	0.214	0.240	0.320	0.582
DCP1A	XRN2	9940.ENSOARP00000017870	9940.ENSOARP00000004760	0	0	0	0	0	0	0	0.573	0.573
DCP1A	ZFP36	9940.ENSOARP00000017870	9940.ENSOARP00000006501	0	0	0	0	0	0.143	0.510	0.300	0.680
DCP1A	PPP2R2A	9940.ENSOARP00000017870	9940.ENSOARP00000010516	0	0	0	0	0	0	0.510	0.112	0.546
DCP1A	UPF2	9940.ENSOARP00000017870	9940.ENSOARP00000015653	0	0	0	0	0	0.102	0.510	0.279	0.655
DDX3X	PNPT1	9940.ENSOARP00000002591	9940.ENSOARP00000002293	0.055	0	0	0	0.279	0.228	0	0.118	0.473
DDX3X	ADAR	9940.ENSOARP00000002591	9940.ENSOARP00000003137	0	0	0	0	0	0.043	0	0.430	0.432
DDX3X	DCP1A	9940.ENSOARP00000002591	9940.ENSOARP00000017870	0	0	0	0	0.093	0.214	0.240	0.320	0.582
DENND4C	DENND5A	9940.ENSOARP00000015273	9940.ENSOARP00000014013	0	0	0	0.561	0	0.214	0.360	0.629	0.797
DENND4C	RAB22A	9940.ENSOARP00000015273	9940.ENSOARP00000018449	0	0	0	0	0	0	0	0.414	0.414
DENND5A	GOSR1	9940.ENSOARP00000014013	9940.ENSOARP00000011721	0	0	0	0	0	0	0	0.478	0.478
DENND5A	RAB22A	9940.ENSOARP00000014013	9940.ENSOARP00000018449	0	0	0	0	0.060	0	0	0.431	0.442
DENND5A	SNX1	9940.ENSOARP00000014013	9940.ENSOARP00000022306	0	0	0	0	0.052	0	0.360	0.280	0.525
DENND5A	DENND4C	9940.ENSOARP00000014013	9940.ENSOARP00000015273	0	0	0	0.561	0	0.214	0.360	0.629	0.797
DHCR7	MAT2B	9940.ENSOARP00000001432	9940.ENSOARP00000015175	0	0	0	0	0.111	0.342	0	0.183	0.480
DLC1	SH3KBP1	9940.ENSOARP00000010455	9940.ENSOARP00000016157	0	0	0	0	0.403	0.065	0	0.042	0.418
DLC1	TNS3	9940.ENSOARP00000010455	9940.ENSOARP00000013434	0	0	0	0	0	0.449	0	0.179	0.528
DLC1	TNS1	9940.ENSOARP00000010455	9940.ENSOARP00000020886	0	0	0	0	0	0.449	0	0.179	0.528
DNAJA1	HSPA8	9940.ENSOARP00000010281	9940.ENSOARP00000000124	0.041	0	0.420	0	0.210	0.266	0.258	0.299	0.793
DNAJA1	BAG3	9940.ENSOARP00000010281	9940.ENSOARP00000003221	0	0	0	0	0.066	0.185	0	0.486	0.574
DNAJA1	DNAJB1	9940.ENSOARP00000010281	9940.ENSOARP00000005841	0	0	0.128	0.787	0.195	0.266	0.213	0.153	0.594
DNAJA1	HSPA6	9940.ENSOARP00000010281	9940.ENSOARP00000007992	0.041	0	0.419	0	0.210	0.266	0.244	0.359	0.807
DNAJA1	HSPA1A	9940.ENSOARP00000010281	9940.ENSOARP00000009461	0.041	0	0.426	0	0.210	0.266	0.244	0.388	0.817
DNAJA1	DNAJB4	9940.ENSOARP00000010281	9940.ENSOARP00000014285	0	0	0.120	0.803	0.195	0.266	0.213	0.201	0.613
DNAJA1	HSPH1	9940.ENSOARP00000010281	9940.ENSOARP00000012602	0.041	0	0.236	0	0.422	0.186	0.159	0.169	0.702
DNAJA1	HSPA4L	9940.ENSOARP00000010281	9940.ENSOARP00000017122	0.041	0	0.236	0	0.210	0.186	0.159	0.471	0.741
DNAJB1	HSPA8	9940.ENSOARP00000005841	9940.ENSOARP00000000124	0.041	0	0.463	0	0.210	0.266	0.245	0.579	0.883
DNAJB1	BAG3	9940.ENSOARP00000005841	9940.ENSOARP00000003221	0	0	0	0	0.173	0.145	0	0.558	0.660
DNAJB1	DNAJC13	9940.ENSOARP00000005841	9940.ENSOARP00000009695	0	0	0	0	0	0	0	0.472	0.472
DNAJB1	DNAJA1	9940.ENSOARP00000005841	9940.ENSOARP00000010281	0	0	0.128	0.787	0.195	0.266	0.213	0.153	0.594
DNAJB1	HSPA4L	9940.ENSOARP00000005841	9940.ENSOARP00000017122	0.041	0	0.320	0	0.210	0.279	0.161	0.302	0.731
DNAJB1	HSPH1	9940.ENSOARP00000005841	9940.ENSOARP00000012602	0.041	0	0.322	0	0.210	0.279	0.161	0.481	0.801
DNAJB1	HSPA1A	9940.ENSOARP00000005841	9940.ENSOARP00000009461	0.041	0	0.472	0	0.210	0.266	0.245	0.568	0.881
DNAJB1	HSPA6	9940.ENSOARP00000005841	9940.ENSOARP00000007992	0.041	0	0.476	0	0.210	0.266	0.245	0.663	0.908
DNAJB4	HSPA8	9940.ENSOARP00000014285	9940.ENSOARP00000000124	0.041	0	0.456	0	0.210	0.266	0.245	0.413	0.834
DNAJB4	BAG3	9940.ENSOARP00000014285	9940.ENSOARP00000003221	0	0	0	0	0.139	0.145	0	0.481	0.584
DNAJB4	HSPA6	9940.ENSOARP00000014285	9940.ENSOARP00000007992	0.041	0	0.461	0	0.210	0.266	0.245	0.571	0.880
DNAJB4	HSPA1A	9940.ENSOARP00000014285	9940.ENSOARP00000009461	0.041	0	0.457	0	0.210	0.266	0.245	0.603	0.888
DNAJB4	DNAJA1	9940.ENSOARP00000014285	9940.ENSOARP00000010281	0	0	0.120	0.803	0.195	0.266	0.213	0.201	0.613
DNAJB4	HSPH1	9940.ENSOARP00000014285	9940.ENSOARP00000012602	0.041	0	0.286	0	0.210	0.568	0.161	0.522	0.884
DNAJB4	LOC106990104	9940.ENSOARP00000014285	9940.ENSOARP00000018262	0.042	0	0	0	0.242	0.094	0	0.212	0.412
DNAJB4	HSPA4L	9940.ENSOARP00000014285	9940.ENSOARP00000017122	0.041	0	0.307	0	0.210	0.279	0.161	0.458	0.788
DNAJC13	DNAJB1	9940.ENSOARP00000009695	9940.ENSOARP00000005841	0	0	0	0	0	0	0	0.472	0.472
DNAJC13	N4BP1	9940.ENSOARP00000009695	9940.ENSOARP00000018210	0	0	0	0	0.196	0	0	0.362	0.465
DNAJC13	LOC106990104	9940.ENSOARP00000009695	9940.ENSOARP00000018262	0	0	0	0	0	0	0	0.481	0.481
DNAJC13	SNX1	9940.ENSOARP00000009695	9940.ENSOARP00000022306	0	0	0	0	0	0.142	0	0.461	0.518
